region,hora_publicacion,estacion,ica,o3,no2,so2,pm25,pm10,co
Barcelona,14:00del13/04/2019,SantaMariadePalautordera(MartíBoada),50,108ug/m3,,,,,
Barcelona,13:00del13/04/2019,SantaPerpètuadeMogoda(OnzedeSetembre),22,,17ug/m3,4ug/m3,,23.88ug/m3,
Barcelona,13:00del13/04/2019,Terrassa(PareAlegre),44,95ug/m3,23ug/m3,2ug/m3,,,200ug/m3
Barcelona,14:00del13/04/2019,Tona(zonaesportiva),49,105ug/m3,12ug/m3,,,,
Barcelona,13:00del13/04/2019,Vic(estadi),45,97ug/m3,,,,,
Barcelona,13:00del13/04/2019,Viladecans(Atrium),46,100ug/m3,23ug/m3,3ug/m3,,,300ug/m3
Barcelona,13:00del13/04/2019,VilanovailaGeltrú(pl.delesDansesdeVilanova),48,103ug/m3,8ug/m3,4ug/m3,,,200ug/m3
Barcelona,13:00del13/04/2019,VilafrancadelPenedès(zonaesportiva),51,110ug/m3,4ug/m3,,,,
Burgos,12:00del13/04/2019,ARANDADEDUERO2,47,101ug/m3,23ug/m3,3ug/m3,,20.75ug/m3,
Burgos,11:00del13/04/2019,BURGOS1,33,,51ug/m3,1ug/m3,,35.13ug/m3,1100ug/m3
Burgos,12:00del13/04/2019,BURGOS4,64,117ug/m3,4ug/m3,1ug/m3,4.63ug/m3,11.25ug/m3,
Burgos,13:00del13/04/2019,MIRANDADEEBRO1,23,,45ug/m3,3ug/m3,,18.25ug/m3,
Burgos,13:00del13/04/2019,MEDINADEPOMAR,46,100ug/m3,11ug/m3,1ug/m3,,,
Burgos,13:00del13/04/2019,MIRANDADEEBRO2,20,43ug/m3,,,,,
Cáceres,11:00del13/04/2019,CÁCERES,45,98ug/m3,5.9ug/m3,2.2ug/m3,,,550ug/m3
Cáceres,12:00del13/04/2019,PLASENCIA,48,103ug/m3,5.4ug/m3,1.2ug/m3,,,1100ug/m3
Cáceres,13:00del13/04/2019,MONFRAGÜE,5,0.1ug/m3,3.3ug/m3,1.6ug/m3,,,430ug/m3
Cádiz,11:00del13/04/2019,ALGECIRASEPS,40,25ug/m3,79ug/m3,8ug/m3,,14.96ug/m3,1482ug/m3
Cádiz,10:00del13/04/2019,E4:RINCONCILLO,9,,19ug/m3,7ug/m3,,,
Cádiz,12:00del13/04/2019,ARCOS,44,96ug/m3,,6ug/m3,,17ug/m3,
Cádiz,11:00del13/04/2019,AVDA.MARCONI,35,75ug/m3,9ug/m3,2ug/m3,,,586ug/m3
Cádiz,12:00del13/04/2019,CAMPAMENTO,23,50ug/m3,13ug/m3,13ug/m3,,,827ug/m3
Cádiz,11:00del13/04/2019,CARTUJA,32,70ug/m3,12ug/m3,4ug/m3,,12.51ug/m3,1046ug/m3
Cádiz,11:00del13/04/2019,JEREZ-CHAPMN,38,81ug/m3,17ug/m3,2ug/m3,,14.71ug/m3,266ug/m3
Cádiz,11:00del13/04/2019,E7:ELZABAL,30,,60ug/m3,17ug/m3,,,
Cádiz,11:00del13/04/2019,LALÍNEA,29,50ug/m3,59ug/m3,12ug/m3,,,
Cádiz,11:00del13/04/2019,COLEGIO(S1),14,,2ug/m3,27ug/m3,,,
Cádiz,11:00del13/04/2019,CORTIJILLOS,22,48ug/m3,11ug/m3,6ug/m3,,,484ug/m3
Cádiz,12:00del13/04/2019,E2:ALCORNOCALES,36,78ug/m3,8ug/m3,6ug/m3,,,
Cádiz,12:00del13/04/2019,LOSBARRIOS,3,,6ug/m3,3ug/m3,,,
Cádiz,12:00del13/04/2019,PALMONES(S5),36,,72ug/m3,21ug/m3,,,
Cádiz,12:00del13/04/2019,PRADOREY,42,89ug/m3,1ug/m3,,,26.14ug/m3,181ug/m3
Cádiz,11:00del13/04/2019,RIOSANPEDRO,32,69ug/m3,9ug/m3,,,16.09ug/m3,
Cádiz,11:00del13/04/2019,SANFERNANDO,41,88ug/m3,10ug/m3,13ug/m3,,,
Cádiz,11:00del13/04/2019,CARTEYA(S9),32,70ug/m3,6ug/m3,4ug/m3,,7.35ug/m3,
Cádiz,12:00del13/04/2019,ECONOMATO,6,,12ug/m3,7ug/m3,,,
Cádiz,12:00del13/04/2019,GUADARRANQUE,25,39ug/m3,48ug/m3,12ug/m3,,,370ug/m3
Cádiz,11:00del13/04/2019,HOSTELERÍA,18,,36ug/m3,16ug/m3,,,892ug/m3
Cádiz,11:00del13/04/2019,PUENTEMAYORGA,7,,,12ug/m3,,,
Cádiz,12:00del13/04/2019,SANROQUE(S6),4,,7ug/m3,8ug/m3,,,
Cádiz,12:00del13/04/2019,MADREVIEJA,19,,34ug/m3,34ug/m3,,,
Cantabria,13:00del13/04/2019,CASTROURDIALES,43,91ug/m3,11ug/m3,11ug/m3,,18.5ug/m3,
Cantabria,10:00del13/04/2019,ESTACIÓNDELMEDITERRANEO,27,16ug/m3,35.5ug/m3,1ug/m3,,28.84ug/m3,425ug/m3
Cantabria,13:00del13/04/2019,LOSCORRALESDEBUELNA,24,51ug/m3,18ug/m3,,,22.38ug/m3,
Cantabria,08:00del13/04/2019,LOSTOJOS,39,84ug/m3,0.26ug/m3,0.01ug/m3,,9.63ug/m3,
Cantabria,12:00del13/04/2019,PARQUEDECROSS,60,64ug/m3,28ug/m3,6ug/m3,,72.5ug/m3,400ug/m3
Cantabria,12:00del13/04/2019,REINOSA,41,88ug/m3,18ug/m3,,,18.25ug/m3,
Cantabria,12:00del13/04/2019,SANTANDERCENTRO,27,,40ug/m3,5ug/m3,,28.75ug/m3,1600ug/m3
Cantabria,11:00del13/04/2019,TETUÁN,39,83.75ug/m3,10.75ug/m3,,,22.66ug/m3,325ug/m3
Cantabria,12:00del13/04/2019,BARREDA,16,,24ug/m3,6ug/m3,,17.25ug/m3,500ug/m3
Cantabria,13:00del13/04/2019,ESCUELADEMINAS,43,,32ug/m3,78ug/m3,,23.25ug/m3,
Castellón,12:00del13/04/2019,BENICASSIM,36,,6ug/m3,4ug/m3,8.63ug/m3,16.13ug/m3,200ug/m3
Castellón,13:00del13/04/2019,BURRIANA,74,123ug/m3,4ug/m3,4ug/m3,5ug/m3,6.25ug/m3,100ug/m3
Castellón,13:00del13/04/2019,CASTELLÓ-PATRONATD'ESPORTS,54,111ug/m3,6ug/m3,4ug/m3,,,100ug/m3
Castellón,13:00del13/04/2019,CASTELLÓ-PENYETA,49,106ug/m3,23ug/m3,,11ug/m3,14.13ug/m3,
Castellón,13:00del13/04/2019,ALMASSORA-C.P.OCHANDO,25,,1ug/m3,3ug/m3,6ug/m3,7.75ug/m3,100ug/m3
Castellón,14:00del13/04/2019,CASTELLÓ-ERMITA,74,124ug/m3,6ug/m3,3ug/m3,,,
Castellón,13:00del13/04/2019,CASTELLÓ-GRAU,49,106ug/m3,13ug/m3,4ug/m3,,38.5ug/m3,
Castellón,13:00del13/04/2019,CIRAT,61,116ug/m3,1ug/m3,3ug/m3,,,300ug/m3
Castellón,13:00del13/04/2019,CORATXAR,1,1ug/m3,1ug/m3,3ug/m3,,,
Castellón,13:00del13/04/2019,ALCORA,50,107ug/m3,11ug/m3,3ug/m3,6.75ug/m3,42.75ug/m3,100ug/m3
Castellón,12:00del13/04/2019,LAVALLD'UIXÓ,49,105ug/m3,,,,,
Castellón,13:00del13/04/2019,MORELLA,84,129ug/m3,7ug/m3,4ug/m3,,,
Castellón,13:00del13/04/2019,ONDA,87,131ug/m3,6ug/m3,5ug/m3,,,
Castellón,13:00del13/04/2019,SANTJORDI,80,128ug/m3,5ug/m3,4ug/m3,,,
Castellón,13:00del13/04/2019,TORREENDOMENECH,48,103ug/m3,,,,,
Castellón,13:00del13/04/2019,VILAFRANCA,100,139ug/m3,1ug/m3,3ug/m3,,,
Castellón,13:00del13/04/2019,VIVER,67,120ug/m3,4ug/m3,3ug/m3,9.25ug/m3,14.63ug/m3,100ug/m3
Castellón,14:00del13/04/2019,ZORITA,87,132ug/m3,5ug/m3,3ug/m3,11.38ug/m3,13.5ug/m3,
Ciudad Real,11:00del13/04/2019,CIUDADREAL,47,102ug/m3,5ug/m3,2ug/m3,,17ug/m3,
Ciudad Real,13:00del13/04/2019,BARRIO630,27,58ug/m3,5ug/m3,2ug/m3,,27.13ug/m3,
Ciudad Real,12:00del13/04/2019,CALLEANCHA,42,90ug/m3,12ug/m3,2ug/m3,,,
Ciudad Real,13:00del13/04/2019,CAMPODEFÚTBOL,37,80ug/m3,3ug/m3,2ug/m3,,22.75ug/m3,70ug/m3
Ciudad Real,12:00del13/04/2019,INSTITUTONº3,54,86ug/m3,15ug/m3,2ug/m3,13.63ug/m3,,
Córdoba,11:00del13/04/2019,ASOMADILLA,26,55ug/m3,4ug/m3,4ug/m3,,,
Córdoba,10:00del13/04/2019,AVDA.AL-NASIR,11,,23ug/m3,4ug/m3,,,360ug/m3
Córdoba,11:00del13/04/2019,LEPANTO,31,67ug/m3,16ug/m3,4ug/m3,,,137ug/m3
Córdoba,11:00del13/04/2019,OBEJO,10,,6ug/m3,,,10.86ug/m3,
Córdoba,10:00del13/04/2019,VILLAHARTA,34,74ug/m3,6ug/m3,1ug/m3,,,316ug/m3
Córdoba,11:00del13/04/2019,POBLADO,2,,3ug/m3,,,,
Cuenca,12:00del13/04/2019,CUENCA,47,101ug/m3,17ug/m3,2ug/m3,,20.25ug/m3,
Girona,13:00del13/04/2019,Agullana(dipòsitsd'aigua),61,116ug/m3,,,,,
Girona,13:00del13/04/2019,Begur(Centred'EstudisdelMar),61,116ug/m3,4ug/m3,,,,
Girona,12:00del13/04/2019,CABODECREUS,54,111.37ug/m3,3.67ug/m3,0.56ug/m3,,,
Girona,12:00del13/04/2019,Girona(EscoladeMúsica),6,,12ug/m3,5ug/m3,,,500ug/m3
Girona,13:00del13/04/2019,Pardines(ajuntament),84,129ug/m3,,,,,
Girona,13:00del13/04/2019,SantaPau(canJordà),50,108ug/m3,,,,,
Granada,12:00del13/04/2019,CIUDADDEPORTIVA,48,103ug/m3,16ug/m3,3ug/m3,,34.19ug/m3,32ug/m3
Granada,12:00del13/04/2019,GRANADA-NORTE,17,,33ug/m3,4ug/m3,,,436ug/m3
Granada,13:00del13/04/2019,PALACIOCONGRESOS,47,101ug/m3,27ug/m3,,,,235ug/m3
Granada,12:00del13/04/2019,MOTRIL,45,98ug/m3,11ug/m3,3ug/m3,,28.22ug/m3,364ug/m3
Granada,13:00del13/04/2019,VÍZNAR,61,116.91ug/m3,2.85ug/m3,1.1ug/m3,,,
Guadalajara,12:00del13/04/2019,AZUQUECADEHENARES,54,112ug/m3,6ug/m3,2ug/m3,,,
Guadalajara,11:00del13/04/2019,GUADALAJARA,44,93ug/m3,11ug/m3,2ug/m3,,25.63ug/m3,560ug/m3
Guipúzcoa,13:00del13/04/2019,ARRASATE,10,,9ug/m3,,,11.25ug/m3,160ug/m3
Guipúzcoa,12:00del13/04/2019,AZPEITIA,41,87ug/m3,14ug/m3,,,14.88ug/m3,
Guipúzcoa,12:00del13/04/2019,BEASAIN,64,,17ug/m3,3ug/m3,18.25ug/m3,,160ug/m3
Guipúzcoa,13:00del13/04/2019,HERNANI,9,,18ug/m3,6ug/m3,,,
Guipúzcoa,13:00del13/04/2019,PAGOETA,48,104ug/m3,7ug/m3,,,20.38ug/m3,
Guipúzcoa,12:00del13/04/2019,ATEGORRIETA,54,,15ug/m3,,13.75ug/m3,27.25ug/m3,250ug/m3
Guipúzcoa,12:00del13/04/2019,AVENIDATOLOSA,71,96ug/m3,19ug/m3,3ug/m3,21.63ug/m3,,
Guipúzcoa,13:00del13/04/2019,PUYO,43,92ug/m3,14ug/m3,2ug/m3,,23.5ug/m3,
Guipúzcoa,13:00del13/04/2019,TOLOSA,16,,23ug/m3,,,17.63ug/m3,
Huelva,11:00del13/04/2019,CAMPUSDELCARMEN,28,60ug/m3,,3ug/m3,,,223ug/m3
Huelva,11:00del13/04/2019,MARISMASDELTITÁN,11,,15ug/m3,,,11.52ug/m3,504ug/m3
Huelva,12:00del13/04/2019,POZODULCE,16,,14ug/m3,14ug/m3,,17.22ug/m3,95ug/m3
Huelva,12:00del13/04/2019,LAORDEN,54,111ug/m3,9ug/m3,10ug/m3,,11.76ug/m3,
Huelva,12:00del13/04/2019,ELARENOSILLO,41,88ug/m3,6ug/m3,4ug/m3,,,1249ug/m3
Huelva,12:00del13/04/2019,MAZAGON,41,88ug/m3,14ug/m3,,,14.96ug/m3,645ug/m3
Huelva,11:00del13/04/2019,MOGUER,35,76ug/m3,10ug/m3,2ug/m3,,,
Huelva,12:00del13/04/2019,NIEBLA,23,,45ug/m3,3ug/m3,,,
Huelva,11:00del13/04/2019,TORREARENILLA,17,,,7ug/m3,,18.05ug/m3,
Huelva,12:00del13/04/2019,LARÁBIDA,35,75ug/m3,17ug/m3,4ug/m3,,17.22ug/m3,
Huelva,12:00del13/04/2019,PALOS,7,,,14ug/m3,,,
Huelva,12:00del13/04/2019,DOÑANA,44,93.82ug/m3,3.24ug/m3,0.55ug/m3,,,
Huelva,11:00del13/04/2019,PUNTAUMBRÍA,34,73ug/m3,10ug/m3,,,14.61ug/m3,
Huelva,11:00del13/04/2019,SANJUÁNDELPUERTO,18,,17ug/m3,1ug/m3,,19.36ug/m3,
Huelva,10:00del13/04/2019,MATALASCAÑAS,25,45ug/m3,48ug/m3,1ug/m3,,,
Huesca,13:00del13/04/2019,TORRELISA,58,114.5ug/m3,2ug/m3,1ug/m3,,,
Huesca,13:00del13/04/2019,HUESCA,54,112ug/m3,10.25ug/m3,2ug/m3,,,
Huesca,14:00del13/04/2019,MONZÓNCENTRO,46,100ug/m3,3ug/m3,2ug/m3,,,
Jaén,12:00del13/04/2019,BAILÉN,43,91ug/m3,11ug/m3,5ug/m3,,,86ug/m3
Jaén,12:00del13/04/2019,LASFUENTEZUELAS,51,109ug/m3,10ug/m3,4ug/m3,,,291ug/m3
Jaén,12:00del13/04/2019,RONDADELVALLE,48,103ug/m3,13ug/m3,1ug/m3,,,577ug/m3
Jaén,12:00del13/04/2019,VILLANUEVADELARZOBISPO,50,107ug/m3,7ug/m3,,,,513ug/m3
La Rioja,11:00del13/04/2019,ALFARO,42,86ug/m3,9.7ug/m3,7.4ug/m3,10.13ug/m3,27.5ug/m3,440ug/m3
La Rioja,10:00del13/04/2019,ARRÚBAL,61,65ug/m3,10ug/m3,1.4ug/m3,16.88ug/m3,19.75ug/m3,280ug/m3
La Rioja,11:00del13/04/2019,GALILEA,43,91ug/m3,7ug/m3,2.5ug/m3,6.89ug/m3,12.58ug/m3,290ug/m3
La Rioja,12:00del13/04/2019,LACIGÜEÑA,36,78ug/m3,19ug/m3,3.6ug/m3,,23ug/m3,200ug/m3
La Rioja,10:00del13/04/2019,PRADEJÓN,59,97ug/m3,7.6ug/m3,3.7ug/m3,16ug/m3,19.25ug/m3,390ug/m3
Las Palmas,01:00del11/04/2019,CIUDADDEPORTIVA-ARRECIFE,--,,,,,,
Las Palmas,01:00del11/04/2019,POLIDEPORTIVOAFONSO-ARUCAS,--,,,,,,
Las Palmas,23:00del10/04/2019,MERCADOCENTRAL,--,,,,,,
Las Palmas,01:00del11/04/2019,NÉSTORÁLAMO,--,,,,,,
Las Palmas,01:00del11/04/2019,TEFÍA-PUERTODELROSARIO,--,,,,,,
Las Palmas,01:00del11/04/2019,PARQUEDESANJUAN-TELDE,--,,,,,,
León,13:00del13/04/2019,LAROBLA,47,101ug/m3,6ug/m3,5ug/m3,,13.38ug/m3,
León,12:00del13/04/2019,LARIO,47,101ug/m3,3ug/m3,1ug/m3,,,
León,12:00del13/04/2019,BARRIOPINILLA,17,,21ug/m3,13ug/m3,,18.88ug/m3,600ug/m3
León,12:00del13/04/2019,PONFERRADA4,38,82ug/m3,12ug/m3,3ug/m3,,15ug/m3,
León,13:00del13/04/2019,LEÓN4,45,97ug/m3,8ug/m3,1ug/m3,,6.75ug/m3,
Lleida,13:00del13/04/2019,BellverdeCerdanya(CEIPMaredeDéudeTalló),77,125ug/m3,6ug/m3,,,,
Lleida,13:00del13/04/2019,ELSTORMS,54,111.44ug/m3,5.11ug/m3,0.94ug/m3,,,
Lleida,13:00del13/04/2019,Juneda(PladelMolí),46,100ug/m3,6ug/m3,,,,
Lleida,13:00del13/04/2019,Lleida(Irurita-PiusXII),43,92ug/m3,11ug/m3,3ug/m3,,,200ug/m3
Lleida,14:00del13/04/2019,Montsec(OAM),67,120ug/m3,4ug/m3,1ug/m3,,,200ug/m3
Lleida,13:00del13/04/2019,Ponts(Ponent),40,85ug/m3,,,,,
Lleida,13:00del13/04/2019,Sort(escoladecaiac),58,113ug/m3,,,,,
Lugo,12:00del13/04/2019,LUGO-FINGOY,60,89ug/m3,8ug/m3,1ug/m3,16.38ug/m3,19.88ug/m3,100ug/m3
Lugo,11:00del13/04/2019,OSAVIÑAO,34,73.72ug/m3,3.42ug/m3,0.65ug/m3,,,
Madrid,12:00del13/04/2019,ALCALÁDEHENARES,69,117ug/m3,26ug/m3,1ug/m3,20.75ug/m3,20.75ug/m3,400ug/m3
Madrid,12:00del13/04/2019,ALCOBENDAS,49,105ug/m3,24ug/m3,,,23.5ug/m3,
Madrid,11:00del13/04/2019,ALCORCÓN,59,87ug/m3,41ug/m3,,16ug/m3,,
Madrid,12:00del13/04/2019,ALGETE,61,107ug/m3,14ug/m3,,16.88ug/m3,,
Madrid,12:00del13/04/2019,ARANJUEZ,42,90ug/m3,21ug/m3,,,13.38ug/m3,
Madrid,13:00del13/04/2019,ARGANDADELREY,47,102ug/m3,17ug/m3,,,26.25ug/m3,
Madrid,12:00del13/04/2019,COLLADOVILLALBA,54,112ug/m3,14ug/m3,2ug/m3,7.88ug/m3,,
Madrid,12:00del13/04/2019,COLMENARVIEJO,49,105ug/m3,14ug/m3,,,15.5ug/m3,600ug/m3
Madrid,13:00del13/04/2019,COSLADA,59,105ug/m3,26ug/m3,,16.13ug/m3,21.13ug/m3,
Madrid,13:00del13/04/2019,ELATAZAR,61,116ug/m3,5ug/m3,2ug/m3,6.13ug/m3,9.25ug/m3,300ug/m3
Madrid,12:00del13/04/2019,FUENLABRADA,42,90ug/m3,26ug/m3,,,31.13ug/m3,
Madrid,12:00del13/04/2019,GETAFE,54,112ug/m3,15ug/m3,,12.75ug/m3,29.13ug/m3,
Madrid,13:00del13/04/2019,GUADALIXDELASIERRA,77,125ug/m3,7ug/m3,,,12.75ug/m3,
Madrid,13:00del13/04/2019,LEGANÉS,55,103ug/m3,16ug/m3,,14ug/m3,29.38ug/m3,
Madrid,13:00del13/04/2019,ARTUROSORIA,30,63.36ug/m3,28ug/m3,,,,
Madrid,12:00del13/04/2019,BARAJAS-PUEBLO,41,88ug/m3,32ug/m3,,,,
Madrid,13:00del13/04/2019,BARRIODELPILAR,47,102ug/m3,29ug/m3,,,,
Madrid,12:00del13/04/2019,CASADECAMPO,43,91.46ug/m3,30ug/m3,,10.38ug/m3,14.5ug/m3,
Madrid,13:00del13/04/2019,CASTELLANA,51,,31ug/m3,,12.25ug/m3,16.88ug/m3,
Madrid,13:00del13/04/2019,CUATROCAMINOS-PABLOIGLESIAS,59,,30ug/m3,,15.88ug/m3,24ug/m3,
Madrid,11:00del13/04/2019,ELPARDO,43,91.2ug/m3,21ug/m3,,,,
Madrid,13:00del13/04/2019,ENSANCHEDEVALLECAS,49,106.9ug/m3,16ug/m3,,,,
Madrid,13:00del13/04/2019,ESCUELASAGUIRRE,61,103.5ug/m3,34ug/m3,9ug/m3,16.75ug/m3,24.38ug/m3,100ug/m3
Madrid,12:00del13/04/2019,FAROLILLO,48,103.1ug/m3,29ug/m3,,,18.88ug/m3,
Madrid,13:00del13/04/2019,FERNANDEZLADREDA-OPORTO,58,,47ug/m3,,15.38ug/m3,20.88ug/m3,300ug/m3
Madrid,13:00del13/04/2019,JUANCARLOSI,49,106.4ug/m3,22ug/m3,,,,
Madrid,13:00del13/04/2019,MAJADAHONDA,44,96ug/m3,21ug/m3,,,16.63ug/m3,
Madrid,12:00del13/04/2019,MENDEZALVARO,48,,27ug/m3,,11.5ug/m3,13.13ug/m3,
Madrid,12:00del13/04/2019,MORATALAZ,43,,39ug/m3,6ug/m3,,46.75ug/m3,
Madrid,13:00del13/04/2019,PLAZACASTILLA-CANAL,59,,36ug/m3,,15.88ug/m3,24.75ug/m3,
Madrid,13:00del13/04/2019,PLAZADEESPAÑA,15,,30ug/m3,2ug/m3,,,400ug/m3
Madrid,12:00del13/04/2019,PLAZADELCARMEN,43,91.09ug/m3,26ug/m3,14ug/m3,,,600ug/m3
Madrid,13:00del13/04/2019,PUENTEDEVALLECAS,16,,22ug/m3,,,17ug/m3,
Madrid,12:00del13/04/2019,RAMÓNYCAJAL,27,,54ug/m3,,,,
Madrid,13:00del13/04/2019,RETIRO,54,111.3ug/m3,18ug/m3,,,,
Madrid,13:00del13/04/2019,SANCHINARRO,19,,37ug/m3,,,7.88ug/m3,
Madrid,12:00del13/04/2019,TRESOLIVOS,42,89.13ug/m3,40ug/m3,,,9.75ug/m3,
Madrid,13:00del13/04/2019,URBANIZACIONEMBAJADA,26,,26ug/m3,,,27.88ug/m3,
Madrid,13:00del13/04/2019,VILLAVERDE,51,109.8ug/m3,20ug/m3,,,,
Madrid,12:00del13/04/2019,MÓSTOLES,40,85ug/m3,25ug/m3,1ug/m3,,25ug/m3,700ug/m3
Madrid,13:00del13/04/2019,ORUSCODETAJUÑA,77,126ug/m3,6ug/m3,2ug/m3,,8.88ug/m3,300ug/m3
Madrid,13:00del13/04/2019,RIVAS-VACIAMADRID,51,110ug/m3,13ug/m3,,,23.13ug/m3,
Madrid,13:00del13/04/2019,SANMARTINDEVALDEIGLESIAS,51,109ug/m3,7ug/m3,,,13ug/m3,
Madrid,13:00del13/04/2019,TORREJONDEARDOZ,74,123ug/m3,12ug/m3,,16.25ug/m3,17.75ug/m3,
Madrid,13:00del13/04/2019,VALDEMORO,64,117ug/m3,12ug/m3,,12.63ug/m3,,
Madrid,12:00del13/04/2019,VILLADELPRADO,50,108ug/m3,5ug/m3,1ug/m3,7.13ug/m3,9.38ug/m3,600ug/m3
Madrid,12:00del13/04/2019,VILLAREJODESALVANES,62,114ug/m3,9ug/m3,,17.5ug/m3,,
Málaga,11:00del13/04/2019,CAMPILLOS,34,73ug/m3,20ug/m3,,,,
Málaga,11:00del13/04/2019,AVENIDAJUANXXIII,12,,24ug/m3,,,,
Málaga,11:00del13/04/2019,CAMPANILLASCIFA,44,94ug/m3,8ug/m3,4ug/m3,,,158ug/m3
Málaga,12:00del13/04/2019,CARRANQUE,44,94ug/m3,13ug/m3,6ug/m3,,,349ug/m3
Málaga,12:00del13/04/2019,MARBELLAARCO,44,95ug/m3,35ug/m3,4ug/m3,,,889ug/m3
Málaga,11:00del13/04/2019,ELATABAL,48,104ug/m3,10ug/m3,10ug/m3,,,155ug/m3
Murcia,13:00del13/04/2019,ALCANTARILLA,67,119ug/m3,4ug/m3,,,24ug/m3,
Murcia,13:00del13/04/2019,ALUMBRES,74,124ug/m3,,6ug/m3,,10.88ug/m3,
Murcia,13:00del13/04/2019,CARAVACA,40,85ug/m3,5ug/m3,,,6.88ug/m3,
Murcia,13:00del13/04/2019,MOMPEAN,47,101ug/m3,12ug/m3,3ug/m3,,26.13ug/m3,
Murcia,13:00del13/04/2019,VALLE,38,81ug/m3,17ug/m3,12ug/m3,,15.25ug/m3,
Murcia,13:00del13/04/2019,LAALJORRA,45,98ug/m3,4ug/m3,13ug/m3,,16.5ug/m3,
Murcia,13:00del13/04/2019,LORCA,64,117ug/m3,3ug/m3,,,8.63ug/m3,
Murcia,13:00del13/04/2019,SANBASILIO,40,86ug/m3,18ug/m3,,,33.38ug/m3,400ug/m3
Navarra,13:00del13/04/2019,ALSASUA,45,98ug/m3,19ug/m3,27ug/m3,,19ug/m3,400ug/m3
Navarra,11:00del13/04/2019,CTCC-FUNES,50,108ug/m3,5ug/m3,,,10.38ug/m3,100ug/m3
Navarra,13:00del13/04/2019,LEITZA,58,113ug/m3,3ug/m3,2ug/m3,,19.88ug/m3,400ug/m3
Navarra,13:00del13/04/2019,OLITE,61,115ug/m3,7ug/m3,,,22.38ug/m3,
Navarra,13:00del13/04/2019,ITURRAMA,43,92ug/m3,13ug/m3,3ug/m3,,20.38ug/m3,100ug/m3
Navarra,13:00del13/04/2019,PLAZADELACRUZ,31,68ug/m3,38ug/m3,4ug/m3,,1ug/m3,400ug/m3
Navarra,13:00del13/04/2019,ROTXAPEA,19,,10ug/m3,,,20.63ug/m3,
Navarra,13:00del13/04/2019,SANGUESA,41,87ug/m3,10ug/m3,10ug/m3,,10.25ug/m3,
Navarra,13:00del13/04/2019,CTCC-TUDELA,67,119ug/m3,6ug/m3,4ug/m3,,12.5ug/m3,600ug/m3
Ourense,13:00del13/04/2019,LAZA,50,108ug/m3,1.2ug/m3,1ug/m3,10.05ug/m3,13.88ug/m3,180ug/m3
Ourense,13:00del13/04/2019,GOMEZFRANQUEIRA,52,78ug/m3,16ug/m3,2ug/m3,12.38ug/m3,14.73ug/m3,210ug/m3
Ourense,13:00del13/04/2019,XINZODELIMIA,42,89ug/m3,10ug/m3,1ug/m3,9.4ug/m3,16.63ug/m3,100ug/m3
Palencia,12:00del13/04/2019,GUARDO,39,83ug/m3,7ug/m3,24ug/m3,,6.5ug/m3,
Palencia,13:00del13/04/2019,PALENCIA3,49,105ug/m3,19ug/m3,4ug/m3,,32.63ug/m3,
Pontevedra,13:00del13/04/2019,LALÍN,42,89ug/m3,4ug/m3,3.7ug/m3,,27.38ug/m3,100ug/m3
Pontevedra,13:00del13/04/2019,PONTEAREAS,29,61ug/m3,9.5ug/m3,1ug/m3,,,
Pontevedra,13:00del13/04/2019,CAMPOLONGO,55,77ug/m3,14ug/m3,1ug/m3,14ug/m3,14.53ug/m3,290ug/m3
Pontevedra,13:00del13/04/2019,ARENAL,58,60ug/m3,31ug/m3,1ug/m3,15.54ug/m3,22.38ug/m3,130ug/m3
Pontevedra,13:00del13/04/2019,LOPEDEVEGA,39,84ug/m3,12ug/m3,1ug/m3,,22.13ug/m3,100ug/m3
